"Landmark","Arm","Taxon","MeanRecoveryContribution","SE","n"
"Early post-index","Auto-FMT","01D2Z36 (family)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","0319-7L14 (order)",-1.19128520110472e-06,2.00701925521856e-07,13
"Early post-index","Auto-FMT","258ds10 (order)",-1.19128520110472e-06,2.00701925521856e-07,13
"Early post-index","Auto-FMT","32-20 (order)",-1.19128520110472e-06,2.00701925521856e-07,13
"Early post-index","Auto-FMT","A17 (genus)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","A4b (family)",-2.97821300276179e-06,5.0175481380464e-07,13
"Early post-index","Auto-FMT","Abiotrophia (genus)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Acetobacter (genus)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Acetobacteraceae (family)",-1.78692780165707e-06,3.01052888282784e-07,13
"Early post-index","Auto-FMT","Acholeplasma (genus)",-1.19128520110472e-06,2.00701925521856e-07,13
"Early post-index","Auto-FMT","Achromobacter (genus)",-1.19128520110472e-06,2.00701925521856e-07,13
"Early post-index","Auto-FMT","Acidaminococcus (genus)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Acidimicrobiales (order)",-1.19128520110472e-06,2.00701925521856e-07,13
"Early post-index","Auto-FMT","Acidobacteriaceae (family)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Acinetobacter (genus)",-5.95642600552358e-06,1.00350962760928e-06,13
"Early post-index","Auto-FMT","Actinobacillus (genus)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Actinobaculum (genus)",-1.19128520110472e-06,2.00701925521856e-07,13
"Early post-index","Auto-FMT","Actinomyces (genus)",0.0112012704066246,0.00786647786339832,13
"Early post-index","Auto-FMT","Actinomycetaceae (family)",-4.44977358478544e-05,4.76613058605872e-05,13
"Early post-index","Auto-FMT","Actinomycetales (order)",-5.36078340497122e-06,9.03158664848353e-07,13
"Early post-index","Auto-FMT","Actinopolysporaceae (family)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Adlercreutzia (genus)",-0.00115064736733819,0.00092749438459386,13
"Early post-index","Auto-FMT","Aerococcaceae (family)",-2.38257040220943e-06,4.01403851043712e-07,13
"Early post-index","Auto-FMT","Aerococcus (genus)",-2.97821300276179e-06,5.0175481380464e-07,13
"Early post-index","Auto-FMT","Aeromicrobium (genus)",-1.19128520110472e-06,2.00701925521856e-07,13
"Early post-index","Auto-FMT","Aeromonadaceae (family)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Afifella (genus)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Aggregatibacter (genus)",4.61351685078013e-05,4.86368472140375e-05,13
"Early post-index","Auto-FMT","Agrobacterium (genus)",-2.38257040220943e-06,4.01403851043712e-07,13
"Early post-index","Auto-FMT","Agromyces (genus)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Akkermansia (genus)",-0.022503278174914,0.0165885772960975,13
"Early post-index","Auto-FMT","Alcaligenaceae (family)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Alicyclobacillus (genus)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Allobaculum (genus)",-7.74335380718065e-06,1.30456251589207e-06,13
"Early post-index","Auto-FMT","Alloiococcus (genus)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Alphaproteobacteria (class)",-2.38257040220943e-06,4.01403851043712e-07,13
"Early post-index","Auto-FMT","Anaerobacillus (genus)",6.80526854756217e-06,1.11706866967831e-05,13
"Early post-index","Auto-FMT","Anaerobrancaceae (family)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Anaerococcus (genus)",-0.000462720455232971,0.000408469318050407,13
"Early post-index","Auto-FMT","Anaerofilum (genus)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Anaeroplasma (genus)",4.30672097024984e-06,4.85852634260063e-06,13
"Early post-index","Auto-FMT","Anaerostipes (genus)",-0.000361658675531617,0.000229535418786929,13
"Early post-index","Auto-FMT","Anaerotruncus (genus)",-6.79134613857873e-05,6.44000226935271e-05,13
"Early post-index","Auto-FMT","Anoxybacillus (genus)",-1.78692780165707e-06,3.01052888282784e-07,13
"Early post-index","Auto-FMT","Aquicella (genus)",-1.19128520110472e-06,2.00701925521856e-07,13
"Early post-index","Auto-FMT","Arcanobacterium (genus)",-1.78692780165707e-06,3.01052888282784e-07,13
"Early post-index","Auto-FMT","Arctic97B-4 (order)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Arthrobacter (genus)",-1.19128520110472e-06,2.00701925521856e-07,13
"Early post-index","Auto-FMT","Atopobium (genus)",0.000278759481099542,0.000180878839804439,13
"Early post-index","Auto-FMT","Azorhizobium (genus)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Azospira (genus)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","BD7-3 (order)",-1.19128520110472e-06,2.00701925521856e-07,13
"Early post-index","Auto-FMT","BF311 (genus)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Bacillaceae (family)",-2.38257040220943e-06,4.01403851043712e-07,13
"Early post-index","Auto-FMT","Bacillales (order)",-1.3565948432411e-05,1.73215913849041e-05,13
"Early post-index","Auto-FMT","Bacilli (class)",1.03219003643031e-06,4.93187100668034e-06,13
"Early post-index","Auto-FMT","Bacillus (genus)",0.0179207203619181,0.0181570597187506,13
"Early post-index","Auto-FMT","Bacteria (kingdom)",-2.38257040220943e-06,4.01403851043712e-07,13
"Early post-index","Auto-FMT","Bacteroidales (order)",0.000105660111795295,0.000122828267775237,13
"Early post-index","Auto-FMT","Bacteroides (genus)",-0.0162856093608363,0.0198757640051422,13
"Early post-index","Auto-FMT","Balneimonas (genus)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Beijerinckiaceae (family)",-1.78692780165707e-06,3.01052888282784e-07,13
"Early post-index","Auto-FMT","Betaproteobacteria (class)",-2.38257040220943e-06,4.01403851043712e-07,13
"Early post-index","Auto-FMT","Bifidobacteriaceae (family)",0.000169157542210474,0.000127581016400629,13
"Early post-index","Auto-FMT","Bifidobacterium (genus)",-0.0576236752490159,0.0182300919884275,13
"Early post-index","Auto-FMT","Bilophila (genus)",-0.000513886807610981,0.000269542008607089,13
"Early post-index","Auto-FMT","Blattabacteriaceae (family)",-1.19128520110472e-06,2.00701925521856e-07,13
"Early post-index","Auto-FMT","Blautia (genus)",-0.110312199096335,0.0241403811001395,13
"Early post-index","Auto-FMT","Bosea (genus)",-1.78692780165707e-06,3.01052888282784e-07,13
"Early post-index","Auto-FMT","Bradyrhizobiaceae (family)",-1.70499305741351e-07,3.08698751183503e-06,13
"Early post-index","Auto-FMT","Bradyrhizobium (genus)",-2.38257040220943e-06,4.01403851043712e-07,13
"Early post-index","Auto-FMT","Brevibacillus (genus)",-4.16949820386651e-06,7.02456739326496e-07,13
"Early post-index","Auto-FMT","Brevibacteriaceae (family)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Brevibacterium (genus)",-3.57385560331415e-06,6.02105776565568e-07,13
"Early post-index","Auto-FMT","Brochothrix (genus)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Bulleidia (genus)",-3.57385560331415e-06,6.02105776565568e-07,13
"Early post-index","Auto-FMT","Burkholderia (genus)",-2.61874930712367e-05,2.4314073642541e-05,13
"Early post-index","Auto-FMT","Butyricimonas (genus)",-7.1477112066283e-06,1.20421155313114e-06,13
"Early post-index","Auto-FMT","Butyrivibrio (genus)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","CAB-I (order)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","CF231 (genus)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","CFB-26 (order)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","CW040 (order)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Campylobacter (genus)",-2.38257040220943e-06,4.01403851043712e-07,13
"Early post-index","Auto-FMT","Candidatus Phytoplasma (genus)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Candidatus Portiera (genus)",-1.19128520110472e-06,2.00701925521856e-07,13
"Early post-index","Auto-FMT","Candidatus Rhodoluna (genus)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Candidatus Solibacter (genus)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Candidatus Xiphinematobacter (genus)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Capnocytophaga (genus)",-4.16949820386651e-06,7.02456739326496e-07,13
"Early post-index","Auto-FMT","Catabacteriaceae (family)",5.19288464921048e-06,6.44582393524123e-06,13
"Early post-index","Auto-FMT","Catenibacterium (genus)",-0.000296605772465023,0.000289410641085012,13
"Early post-index","Auto-FMT","Caulobacteraceae (family)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Cellulomonas (genus)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Cellulosimicrobium (genus)",-1.19128520110472e-06,2.00701925521856e-07,13
"Early post-index","Auto-FMT","Cellvibrio (genus)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Cenarchaeaceae (family)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Chitinophagaceae (family)",-7.1477112066283e-06,1.20421155313114e-06,13
"Early post-index","Auto-FMT","Chlamydiae (phylum)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Chlamydiia (class)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Chloroflexaceae (family)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Chloroflexales (order)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Chromatiaceae (family)",-1.78692780165707e-06,3.01052888282784e-07,13
"Early post-index","Auto-FMT","Chromatiales (order)",-2.97821300276179e-06,5.0175481380464e-07,13
"Early post-index","Auto-FMT","Chthoniobacter (genus)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Citrobacter (genus)",0.00151754519372477,0.00224924831889038,13
"Early post-index","Auto-FMT","Clavibacter (genus)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Cloacibacillus (genus)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Clostridiaceae (family)",0.001267929321373,0.00880268117250437,13
"Early post-index","Auto-FMT","Clostridiales (order)",-0.00520922489218459,0.00522984685205579,13
"Early post-index","Auto-FMT","Clostridium (genus)",-0.0018363496828512,0.00123870738347859,13
"Early post-index","Auto-FMT","Cohnella (genus)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Collinsella (genus)",-0.000896001127717932,0.000497974738069031,13
"Early post-index","Auto-FMT","Colwelliaceae (family)",3.82785415098269e-06,5.00175590399819e-06,13
"Early post-index","Auto-FMT","Comamonadaceae (family)",-4.76514080441886e-06,8.02807702087425e-07,13
"Early post-index","Auto-FMT","Conexibacteraceae (family)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Coprobacillus (genus)",-0.00266978681889784,0.00189692748921573,13
"Early post-index","Auto-FMT","Coprococcus (genus)",-0.00951793547622579,0.00498061180132168,13
"Early post-index","Auto-FMT","Coriobacteriaceae (family)",-0.00025332308766146,0.000270653007363113,13
"Early post-index","Auto-FMT","Corynebacterium (genus)",0.000246008442237815,0.000163900773482169,13
"Early post-index","Auto-FMT","Coxiella (genus)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Cryocola (genus)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Cryomorphaceae (family)",-1.19128520110472e-06,2.00701925521856e-07,13
"Early post-index","Auto-FMT","Cupriavidus (genus)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Curtobacterium (genus)",-1.19128520110472e-06,2.00701925521856e-07,13
"Early post-index","Auto-FMT","Cytophagaceae (family)",-1.78692780165707e-06,3.01052888282784e-07,13
"Early post-index","Auto-FMT","DA101 (genus)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","DHVE3 (order)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Dehalococcoidaceae (family)",-1.78692780165707e-06,3.01052888282784e-07,13
"Early post-index","Auto-FMT","Deinococcus (genus)",-5.95642600552358e-06,1.00350962760928e-06,13
"Early post-index","Auto-FMT","Deltaproteobacteria (class)",-3.57385560331415e-06,6.02105776565568e-07,13
"Early post-index","Auto-FMT","Demequina (genus)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Dermabacter (genus)",-1.19128520110472e-06,2.00701925521856e-07,13
"Early post-index","Auto-FMT","Dermabacteraceae (family)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Dermacoccus (genus)",-1.19128520110472e-06,2.00701925521856e-07,13
"Early post-index","Auto-FMT","Desulfarculus (genus)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Desulfobacca (genus)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Desulfobacteraceae (family)",-1.78692780165707e-06,3.01052888282784e-07,13
"Early post-index","Auto-FMT","Desulfobulbaceae (family)",1.66004507600889e-05,2.3499615966424e-05,13
"Early post-index","Auto-FMT","Desulfococcus (genus)",-0.000163848878861307,0.000103260063092982,13
"Early post-index","Auto-FMT","Desulfomonile (genus)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Desulfosporomusa (genus)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Desulfovibrio (genus)",-4.39089066743422e-05,4.03825050900103e-05,13
"Early post-index","Auto-FMT","Desulfovibrionaceae (family)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Devosia (genus)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Dialister (genus)",-0.000140311586911351,7.78672317807763e-05,13
"Early post-index","Auto-FMT","Dietzia (genus)",-1.19128520110472e-06,2.00701925521856e-07,13
"Early post-index","Auto-FMT","Dorea (genus)",-0.0416834141910528,0.0180551703702347,13
"Early post-index","Auto-FMT","Dysgonomonas (genus)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","EB1017 (family)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Eggerthella (genus)",-0.0014387530671803,0.000761153967034633,13
"Early post-index","Auto-FMT","Eikenella (genus)",-1.19128520110472e-06,2.00701925521856e-07,13
"Early post-index","Auto-FMT","Ellin515 (family)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Ellin6529 (class)",-1.19128520110472e-06,2.00701925521856e-07,13
"Early post-index","Auto-FMT","Endozoicimonaceae (family)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Enterobacter (genus)",-1.78692780165707e-06,3.01052888282784e-07,13
"Early post-index","Auto-FMT","Enterobacteriaceae (family)",0.119373072068586,0.0713145303345925,13
"Early post-index","Auto-FMT","Enterococcus (genus)",0.00028675162621945,0.000252572892588413,13
"Early post-index","Auto-FMT","Epulopiscium (genus)",-0.000564354408074625,0.000542321605423811,13
"Early post-index","Auto-FMT","Erwinia (genus)",0.00159175230804863,0.00129495129098282,13
"Early post-index","Auto-FMT","Erysipelothrix (genus)",-1.19128520110472e-06,2.00701925521856e-07,13
"Early post-index","Auto-FMT","Erysipelotrichaceae (family)",-7.18153989881827e-05,3.45273739208632e-05,13
"Early post-index","Auto-FMT","Erythrobacteraceae (family)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Exiguobacteraceae (family)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Exiguobacterium (genus)",-2.38257040220943e-06,4.01403851043712e-07,13
"Early post-index","Auto-FMT","F16 (family)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Facklamia (genus)",-1.89803300404659e-06,7.10392538115353e-07,13
"Early post-index","Auto-FMT","Faecalibacterium (genus)",-0.0176959195453243,0.0149625970467017,13
"Early post-index","Auto-FMT","Filifactor (genus)",9.78025639780494e-05,9.84276518517508e-05,13
"Early post-index","Auto-FMT","Finegoldia (genus)",-2.00937816208999e-05,7.20862977316046e-06,13
"Early post-index","Auto-FMT","Firmicutes (phylum)",-6.79873201086005e-05,1.56522334132364e-05,13
"Early post-index","Auto-FMT","Flammeovirgaceae (family)",-1.78692780165707e-06,3.01052888282784e-07,13
"Early post-index","Auto-FMT","Flavobacteriaceae (family)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Flavobacteriales (order)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Flavobacterium (genus)",-1.31041372121519e-05,2.20772118074042e-06,13
"Early post-index","Auto-FMT","Flectobacillus (genus)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Francisellaceae (family)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Friedmanniella (genus)",-2.38257040220943e-06,4.01403851043712e-07,13
"Early post-index","Auto-FMT","Fructobacillus (genus)",-1.78692780165707e-06,3.01052888282784e-07,13
"Early post-index","Auto-FMT","Fusobacteriaceae (family)",0.00505436752996991,0.00545784570162875,13
"Early post-index","Auto-FMT","Fusobacteriales (order)",-0.000112713489075996,0.000110955235554623,13
"Early post-index","Auto-FMT","Fusobacterium (genus)",-0.00304351563674253,0.00256356643973259,13
"Early post-index","Auto-FMT","GCA004 (order)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","GMD14H09 (order)",-1.19128520110472e-06,2.00701925521856e-07,13
"Early post-index","Auto-FMT","GW-22 (order)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Gallionella (genus)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Gammaproteobacteria (class)",-6.5725053207836e-06,3.11344059332026e-06,13
"Early post-index","Auto-FMT","Gardnerella (genus)",-1.19128520110472e-06,2.00701925521856e-07,13
"Early post-index","Auto-FMT","Gemella (genus)",-0.000539179157968072,0.000536028374543204,13
"Early post-index","Auto-FMT","Gemellaceae (family)",4.69518918219608e-06,1.02821580098458e-05,13
"Early post-index","Auto-FMT","Gemellales (order)",-1.19128520110472e-06,2.00701925521856e-07,13
"Early post-index","Auto-FMT","Gemmata (genus)",-1.19128520110472e-06,2.00701925521856e-07,13
"Early post-index","Auto-FMT","Gemmataceae (family)",-2.97821300276179e-06,5.0175481380464e-07,13
"Early post-index","Auto-FMT","Gemmatimonadetes (class)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Geobacillus (genus)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Geobacter (genus)",-9.12667631345161e-05,8.68619437852569e-05,13
"Early post-index","Auto-FMT","Geobacteraceae (family)",-1.78692780165707e-06,3.01052888282784e-07,13
"Early post-index","Auto-FMT","Gluconacetobacter (genus)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Glycomyces (genus)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Gordonia (genus)",-1.19128520110472e-06,2.00701925521856e-07,13
"Early post-index","Auto-FMT","Granulicatella (genus)",-1.19128520110472e-06,2.00701925521856e-07,13
"Early post-index","Auto-FMT","HOC36 (order)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","HTCC2207 (genus)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Haemophilus (genus)",-8.64334840347738e-06,4.80009523306089e-06,13
"Early post-index","Auto-FMT","Helcococcus (genus)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Helicobacter (genus)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Hirschia (genus)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Holdemania (genus)",-3.78569037889644e-05,6.51330962912016e-05,13
"Early post-index","Auto-FMT","Hymenobacter (genus)",-1.78692780165707e-06,3.01052888282784e-07,13
"Early post-index","Auto-FMT","Hyphomicrobiaceae (family)",-1.19128520110472e-06,2.00701925521856e-07,13
"Early post-index","Auto-FMT","Hyphomonadaceae (family)",-3.02376710487426e-05,2.5570457338311e-05,13
"Early post-index","Auto-FMT","JG30-KF-CM45 (order)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","JTB36 (family)",-1.78692780165707e-06,3.01052888282784e-07,13
"Early post-index","Auto-FMT","Janthinobacterium (genus)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Jeotgalicoccus (genus)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Kingella (genus)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Klebsiella (genus)",0.00284913758186408,0.00306572346009951,13
"Early post-index","Auto-FMT","Kocuria (genus)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Koribacteraceae (family)",-2.97821300276179e-06,5.0175481380464e-07,13
"Early post-index","Auto-FMT","LD1-PB3 (order)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Lachnobacterium (genus)",-1.84190805555317e-05,1.67683248967937e-05,13
"Early post-index","Auto-FMT","Lachnospira (genus)",-0.00048535029226965,0.00084792046043867,13
"Early post-index","Auto-FMT","Lachnospiraceae (family)",-0.0503098386453068,0.0117668238152756,13
"Early post-index","Auto-FMT","Lactobacillaceae (family)",0.000257966388443888,0.000259816206895058,13
"Early post-index","Auto-FMT","Lactobacillales (order)",-1.26723327807575e-05,3.12739856727082e-06,13
"Early post-index","Auto-FMT","Lactobacillus (genus)",0.0413131187234402,0.0405905571321088,13
"Early post-index","Auto-FMT","Lactococcus (genus)",0.0502886339602553,0.0353677511709938,13
"Early post-index","Auto-FMT","Lautropia (genus)",-1.19128520110472e-06,2.00701925521856e-07,13
"Early post-index","Auto-FMT","Legionella (genus)",-1.95742710739842e-06,3.28007940329927e-06,13
"Early post-index","Auto-FMT","Legionellaceae (family)",-1.25084946115995e-05,2.10737021797949e-06,13
"Early post-index","Auto-FMT","Legionellales (order)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Lentzea (genus)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Leptotrichia (genus)",-3.91549965619796e-06,5.08419005926793e-06,13
"Early post-index","Auto-FMT","Leucobacter (genus)",-1.19128520110472e-06,2.00701925521856e-07,13
"Early post-index","Auto-FMT","Leuconostoc (genus)",6.2807884864741e-05,4.14817762845389e-05,13
"Early post-index","Auto-FMT","Leuconostocaceae (family)",-0.0105197119534118,0.0186263293881895,13
"Early post-index","Auto-FMT","Leucothrix (genus)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Limnohabitans (genus)",-1.19128520110472e-06,2.00701925521856e-07,13
"Early post-index","Auto-FMT","Listeriaceae (family)",0.288580784903255,0.0959203869435691,13
"Early post-index","Auto-FMT","Luteimonas (genus)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Luteolibacter (genus)",-1.78692780165707e-06,3.01052888282784e-07,13
"Early post-index","Auto-FMT","Lysinibacillus (genus)",-3.10698563029133e-05,2.94050899983084e-05,13
"Early post-index","Auto-FMT","MIZ46 (order)",-8.33899640773301e-06,1.40491347865299e-06,13
"Early post-index","Auto-FMT","MKC10 (order)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Macrococcus (genus)",3.03290466524172e-06,7.27649247005066e-06,13
"Early post-index","Auto-FMT","Megamonas (genus)",-1.19128520110472e-06,2.00701925521856e-07,13
"Early post-index","Auto-FMT","Megasphaera (genus)",-0.000732405830752487,0.00442762056777524,13
"Early post-index","Auto-FMT","Methanobrevibacter (genus)",-4.83499995428689e-05,4.72483927928912e-05,13
"Early post-index","Auto-FMT","Methylacidiphilales (order)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Methylibium (genus)",-6.41876646922044e-06,3.93735172633392e-06,13
"Early post-index","Auto-FMT","Methylobacillus (genus)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Methylobacteriaceae (family)",-1.78692780165707e-06,3.01052888282784e-07,13
"Early post-index","Auto-FMT","Methylobacterium (genus)",-5.36078340497122e-06,9.03158664848353e-07,13
"Early post-index","Auto-FMT","Methylococcales (order)",-1.19128520110472e-06,2.00701925521856e-07,13
"Early post-index","Auto-FMT","Microbacteriaceae (family)",-2.97821300276179e-06,5.0175481380464e-07,13
"Early post-index","Auto-FMT","Microbacterium (genus)",1.45934341085597e-05,1.58240926485513e-05,13
"Early post-index","Auto-FMT","Micrococcaceae (family)",-7.74335380718065e-06,1.30456251589207e-06,13
"Early post-index","Auto-FMT","Micrococcales (order)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Micrococcus (genus)",1.00087451421565e-06,2.25651594672067e-06,13
"Early post-index","Auto-FMT","Micromonosporaceae (family)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Mitsuokella (genus)",-1.78692780165707e-06,3.01052888282784e-07,13
"Early post-index","Auto-FMT","Mobiluncus (genus)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Modestobacter (genus)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Mogibacterium (genus)",2.94895921061267e-05,4.41834024333684e-05,13
"Early post-index","Auto-FMT","Mollicutes (class)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Morganella (genus)",-1.19128520110472e-06,2.00701925521856e-07,13
"Early post-index","Auto-FMT","Moryella (genus)",-4.76514080441886e-06,8.02807702087425e-07,13
"Early post-index","Auto-FMT","Mucispirillum (genus)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Mycobacterium (genus)",-1.70499305741351e-07,3.08698751183503e-06,13
"Early post-index","Auto-FMT","Mycoplasma (genus)",-1.78692780165707e-06,3.01052888282784e-07,13
"Early post-index","Auto-FMT","Myroides (genus)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Myxococcales (order)",-5.36078340497122e-06,9.03158664848353e-07,13
"Early post-index","Auto-FMT","N1423WL (order)",-5.95642600552358e-07,1.00350962760928e-07,13
"Early post-index","Auto-FMT","Negativicoccus (genus)",-1.19128520110472e-06,2.00701925521856e-07,13
