"Transition","TransitionOrder","ParticipantID","BeforeSampleID","AfterSampleID","BeforeDay","AfterDay","Taxon","BeforeRelativeAbundance","AfterRelativeAbundance","HRICContribution","SimpsonDirectionContribution","PielouEntropyContribution"
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"01D2Z36 (family)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"0319-7L14 (order)",0,0,-1.54894542032558e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"258ds10 (order)",0,0,-1.54894542032558e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"32-20 (order)",0,0,-1.54894542032558e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"A17 (genus)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"A4b (family)",0,0,-3.87236355081396e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Abiotrophia (genus)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Acetobacter (genus)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Acetobacteraceae (family)",0,0,-2.32341813048838e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Acholeplasma (genus)",0,0,-1.54894542032558e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Achromobacter (genus)",0,0,-1.54894542032558e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Acidaminococcus (genus)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Acidimicrobiales (order)",0,0,-1.54894542032558e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Acidobacteria (phylum)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Acidobacteriaceae (family)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Acinetobacter (genus)",0,0,-7.74472710162792e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Actinobacillus (genus)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Actinobaculum (genus)",0,0,-1.54894542032558e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Actinomyces (genus)",0,0.00325311757100555,-0.00290138327947509,-6.54726513403597e-06,0.004362640882793
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Actinomycetaceae (family)",0,8.34132710514243e-05,-6.32593003175008e-05,-6.95777378749838e-09,0.00016682734597503
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Actinomycetales (order)",0,0,-6.97025439146513e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Actinopolysporaceae (family)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Adlercreutzia (genus)",0,0,-6.97025439146513e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Aerococcaceae (family)",0,0,-3.09789084065117e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Aerococcus (genus)",0,0,-3.87236355081396e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Aeromicrobium (genus)",0,0,-1.54894542032558e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Aeromonadaceae (family)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Afifella (genus)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Aggregatibacter (genus)",0,0,-3.09789084065117e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Agrobacterium (genus)",0,0,-3.09789084065117e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Agromyces (genus)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Akkermansia (genus)",0,0.000125119906577136,-0.000101941347804934,-1.56549910218713e-08,0.000239437440491411
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Alcaligenaceae (family)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Alicyclobacillus (genus)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Allobaculum (genus)",0,8.34132710514243e-05,-6.36465366725822e-05,-6.95777378749838e-09,0.00016682734597503
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Alloiococcus (genus)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Anaerobacillus (genus)",0,0,-8.51919981179071e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Anaerobrancaceae (family)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Anaerococcus (genus)",0,0,-3.09789084065116e-06,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Anaerofilum (genus)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Anaeroplasma (genus)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Anaerostipes (genus)",0.000167827473357389,8.34132710514243e-05,7.30675249328403e-05,2.12082870260266e-08,-0.000143842560941678
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Anaerotruncus (genus)",0,0.000667306168411394,-0.000578713627275302,-4.45297522399896e-07,0.00103911733766575
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Anoxybacillus (genus)",0,0,-2.32341813048838e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Aquicella (genus)",0,0,-1.54894542032558e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Arcanobacterium (genus)",0,0,-2.32341813048838e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Arctic97B-4 (order)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Arthrobacter (genus)",0,0,-1.54894542032558e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Atopobium (genus)",0,0,-1.08426179422791e-06,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Azorhizobium (genus)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Azospira (genus)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"BD7-3 (order)",0,0,-1.54894542032558e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"BF311 (genus)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Bacillaceae (family)",0,0,-3.09789084065117e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Bacillales (order)",0,0,-1.00681452321163e-06,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Bacillus (genus)",0.000167827473357389,0,0.000132841698054609,2.8166060813525e-08,-0.000310669906916708
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Bacteroidales (order)",0,0,-2.63320721455349e-06,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Bacteroides (genus)",0,0,-1.13073015683768e-05,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Balneimonas (genus)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Beijerinckiaceae (family)",0,0,-2.32341813048838e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Bifidobacteriaceae (family)",0,0.000166826542102849,-0.000136193423066732,-2.78310951499935e-08,0.000309029572772186
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Bifidobacterium (genus)",0.222287488461861,8.34132710514243e-05,0.2069430150433,0.0494117205689083,-0.0710181147349954
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Bilophila (genus)",0,0,-4.64683626097675e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Blattabacteriaceae (family)",0,0,-1.54894542032558e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Blautia (genus)",0.0320550474112612,0.0179755599115819,0.0133762832863997,0.000802790403714019,-0.00429630901132485
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Bosea (genus)",0,0,-2.32341813048838e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Bradyrhizobiaceae (family)",0,0,-3.87236355081396e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Bradyrhizobium (genus)",0,0,-3.09789084065117e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Brevibacillus (genus)",0,0,-5.42130897113954e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Brevibacteriaceae (family)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Brevibacterium (genus)",0,0,-4.64683626097675e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Brochothrix (genus)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Bulleidia (genus)",0,0,-4.64683626097675e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Burkholderia (genus)",0,0,-2.32341813048838e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Butyricimonas (genus)",0,0,-9.2936725219535e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Butyrivibrio (genus)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"CAB-I (order)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"CF231 (genus)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"CFB-26 (order)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"CW040 (order)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Campylobacter (genus)",0,0,-3.09789084065117e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Candidatus Phytoplasma (genus)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Candidatus Portiera (genus)",0,0,-1.54894542032558e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Candidatus Rhodoluna (genus)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Candidatus Solibacter (genus)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Candidatus Xiphinematobacter (genus)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Capnocytophaga (genus)",0,0,-5.42130897113954e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Catabacteriaceae (family)",0,0,-1.54894542032558e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Catenibacterium (genus)",0,0,-1.39405087829302e-06,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Caulobacteraceae (family)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Cellulomonas (genus)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Cellulosimicrobium (genus)",0,0,-1.54894542032558e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Cellvibrio (genus)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Cenarchaeaceae (family)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Chitinophagaceae (family)",0,0,-9.2936725219535e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Chlamydiae (phylum)",0,0,-1.54894542032558e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Chloroflexaceae (family)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Chloroflexales (order)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Chloroflexi (phylum)",0,0,-3.09789084065117e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Chromatiaceae (family)",0,0,-2.32341813048838e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Chromatiales (order)",0,0,-3.87236355081396e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Chthoniobacter (genus)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Citrobacter (genus)",0.00125870605018041,0.00179338532760562,-0.000477254494417142,-1.63189001251034e-06,0.000625132771575015
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Clavibacter (genus)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Cloacibacillus (genus)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Clostridiaceae (family)",0.00511873793740035,0.000875839346039955,0.00378158855480905,5.2543293306632e-06,-0.00603687601782592
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Clostridiales (order)",0.000419568683393472,0.0017099720565542,-0.00115667868465435,-1.59993387917443e-06,0.00183704790332951
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Clostridium (genus)",0,0,-3.09789084065116e-06,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Cohnella (genus)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Collinsella (genus)",0,0,-2.09107631743954e-06,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Colwelliaceae (family)",0,0,-1.54894542032558e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Comamonadaceae (family)",0,0,-6.19578168130233e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Conexibacteraceae (family)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Coprobacillus (genus)",0.000503482420072166,0.000375359719731409,0.00010139947752165,-6.46151292171928e-11,-0.00025196892131917
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Coprococcus (genus)",0.000335654946714777,0.00212703841181132,-0.00157954467879323,-3.00615785699205e-06,0.0025111804723699
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Coriobacteriaceae (family)",0,0,-3.56257446674884e-06,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Corynebacterium (genus)",0,0,-3.7174690087814e-06,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Coxiella (genus)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Cryocola (genus)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Cryomorphaceae (family)",0,0,-1.54894542032558e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Cupriavidus (genus)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Curtobacterium (genus)",0,0,-1.54894542032558e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Cytophagaceae (family)",0,0,-2.32341813048838e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"DA101 (genus)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"DHVE3 (order)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Dehalococcoidaceae (family)",0,0,-2.32341813048838e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Deinococcus (genus)",0,0,-7.74472710162792e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Demequina (genus)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Dermabacter (genus)",0,0,-1.54894542032558e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Dermabacteraceae (family)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Dermacoccus (genus)",0,0,-1.54894542032558e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Desulfarculus (genus)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Desulfobacca (genus)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Desulfobacteraceae (family)",0,0,-2.32341813048838e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Desulfobulbaceae (family)",0,0,-8.51919981179071e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Desulfococcus (genus)",0.00109087857682303,0.000500479626308546,0.000538895486449956,9.39536213021489e-07,-0.00077452074895909
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Desulfomonile (genus)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Desulfosporomusa (genus)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Desulfovibrio (genus)",0,0,-6.19578168130233e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Desulfovibrionaceae (family)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Devosia (genus)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Dialister (genus)",0,0,-5.42130897113954e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Dietzia (genus)",0,0,-1.54894542032558e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Dorea (genus)",0.0107409582948729,0.0313633899153355,-0.0188005715045676,-0.0002681859307495,0.0195382725087209
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Dysgonomonas (genus)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"EB1017 (family)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Eggerthella (genus)",0,0,-1.16170906524419e-06,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Eikenella (genus)",0,0,-1.54894542032558e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Ellin515 (family)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Endozoicimonaceae (family)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Enterobacter (genus)",0,0,-2.32341813048838e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Enterobacteriaceae (family)",0.0119157506083746,0.000917545981565667,0.0100895247701226,8.04171948187323e-05,-0.0114450675947011
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Enterococcus (genus)",0,0,-2.01362904642326e-06,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Epulopiscium (genus)",0.00772006377443988,0.00058389289735997,0.00656126458627502,5.79768979988161e-05,-0.0071691752974211
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Erwinia (genus)",0,0,-7.74472710162792e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Erysipelothrix (genus)",0,0,-1.54894542032558e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Erysipelotrichaceae (family)",0.000419568683393472,0.039120824123118,-0.0355871845511818,-0.00104563650345812,0.0304433404580319
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Erythrobacteraceae (family)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Exiguobacteraceae (family)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Exiguobacterium (genus)",0,0,-3.09789084065117e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"F16 (family)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Facklamia (genus)",0,0,-3.09789084065117e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Faecalibacterium (genus)",0,0,-4.95662534504187e-06,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Filifactor (genus)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Finegoldia (genus)",0,8.34132710514243e-05,-6.3336747588517e-05,-6.95777378749838e-09,0.00016682734597503
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Firmicutes (phylum)",0,0,-7.74472710162793e-06,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Flammeovirgaceae (family)",0,0,-2.32341813048838e-07,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Flavobacteriaceae (family)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Flavobacteriales (order)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Flavobacterium (genus)",0,0,-1.70383996235814e-06,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Flectobacillus (genus)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Francisellaceae (family)",0,0,-7.74472710162792e-08,0,0
"0020: day 40 to 61",4,"0020","12277.FMT.0020G","12277.FMT.0020H",40,61,"Friedmanniella (genus)",0,0,-3.09789084065117e-07,0,0
