"method","MethodLabel","Taxon","target_layer","lda_score","significant","total_count","prevalence_n","prevalence_fraction","mean_relative_abundance","Kingdom","Phylum","Class","Order","Family","Genus"
"LEfSe","LEfSe","KR108283.1.1462","SRF",-2.08774960869486,TRUE,638,42,0.242774566473988,0.000128916110695782,"Bacteria","Bacteroidetes","Bacteroidetes",NA,NA,NA
"LEfSe","LEfSe","HQ163232.1.1392","SRF",-2.08765493979277,TRUE,511,63,0.364161849710983,0.000135696104486377,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"LEfSe","LEfSe","AB974101.1.1445","SRF",-2.08757650199959,TRUE,649,67,0.38728323699422,0.000142112742252008,"Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Salinisphaeraceae","ZD0417"
"LEfSe","LEfSe","HQ674175.1.1527","SRF",-2.08719561085446,TRUE,613,43,0.248554913294798,0.000127178611021872,"Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","OM27"
"LEfSe","LEfSe","HQ672427.1.1475","SRF",-2.08688608394473,TRUE,651,51,0.294797687861272,0.000132565334876998,"Bacteria","Chloroflexi","S085","uncultured",NA,NA
"LEfSe","LEfSe","HQ242622.1.1516","SRF",-2.08637449290155,TRUE,499,41,0.236994219653179,0.000139151225562256,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"LEfSe","LEfSe","GQ337245.1.1436","SRF",-2.08547903015563,TRUE,1589,91,0.526011560693642,0.000441588549129253,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","JN166310.1.1517","SRF",-2.08469084579791,TRUE,622,39,0.225433526011561,0.000126255923787762,"Bacteria","Proteobacteria","Gammaproteobacteria","E01-9C-26",NA,NA
"LEfSe","LEfSe","HQ672545.1.1447","SRF",-2.08356392759997,TRUE,825,103,0.595375722543353,0.000193954040653219,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","KJ589926.1.1512","SRF",-2.08353507635316,TRUE,660,23,0.132947976878613,0.000134551529760148,"Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Salinisphaeraceae","ZD0417"
"LEfSe","LEfSe","GQ337312.1.1435","SRF",-2.08347769173923,TRUE,676,95,0.549132947976879,0.000158644364385911,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","HQ673364.1.1501","SRF",-2.08131961508851,TRUE,636,48,0.277456647398844,0.000131647051719404,"Bacteria","Proteobacteria","Gammaproteobacteria","Arenicellales","Arenicellaceae","uncultured"
"LEfSe","LEfSe","HQ672574.1.1497","SRF",-2.0783147531849,TRUE,776,85,0.491329479768786,0.000167357241733104,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"LEfSe","LEfSe","DQ396288.1.1534","SRF",-2.07828440831987,TRUE,1037,43,0.248554913294798,0.000262295564166879,"Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","uncultured"
"LEfSe","LEfSe","AM997313.1.1476","SRF",-2.07700062258095,TRUE,572,31,0.179190751445087,0.000123189691848755,"Bacteria","Chloroflexi","SAR202",NA,NA,NA
"LEfSe","LEfSe","KJ365357.1.1476","SRF",-2.07667274255741,TRUE,674,80,0.46242774566474,0.000177302357466495,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"LEfSe","LEfSe","HQ674244.1.1436","SRF",-2.07659227566872,TRUE,598,45,0.260115606936416,0.00012598525963972,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","DQ395759.1.1492","SRF",-2.0765572921674,TRUE,610,64,0.369942196531792,0.000138818716424909,"Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","FS140-16B-02"
"LEfSe","LEfSe","KF900591.20407.21874","SRF",-2.07622876697652,TRUE,557,29,0.167630057803468,0.000122969098250655,"Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine",NA
"LEfSe","LEfSe","JQ221386.1.913","SRF",-2.0745001077056,TRUE,586,34,0.196531791907514,0.000123130200741284,"Archaea","Thaumarchaeota","Marine",NA,NA,NA
"LEfSe","LEfSe","JN018803.1.1343","SRF",-2.07386534358631,TRUE,950,120,0.69364161849711,0.000201368948422745,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","AEGEAN-169"
"LEfSe","LEfSe","KT454240.1.915","SRF",-2.0664833374795,TRUE,1259,72,0.416184971098266,0.000250920448160429,"Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine",NA
"LEfSe","LEfSe","GQ346815.1.1325","SRF",-2.06386432612858,TRUE,700,109,0.630057803468208,0.000177745226067236,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","HQ674261.1.1518","SRF",-2.0584871372123,TRUE,562,32,0.184971098265896,0.000118005189912857,"Bacteria","Proteobacteria","Gammaproteobacteria","E01-9C-26",NA,NA
"LEfSe","LEfSe","GQ337118.1.1471","SRF",-2.05574082926094,TRUE,723,108,0.624277456647399,0.000155801656599592,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","HQ672422.1.1506","SRF",-2.05544650071412,TRUE,560,31,0.179190751445087,0.000117174623622146,"Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Salinisphaeraceae","ZD0417"
"LEfSe","LEfSe","KJ589967.1.1431","SRF",-2.05401243105423,TRUE,498,23,0.132947976878613,0.000117474723838887,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","AT-s3-44","uncultured"
"LEfSe","LEfSe","LWDU01039582.6136.7672","SRF",-2.05285658130718,TRUE,579,63,0.364161849710983,0.00012932273340943,"Bacteria","PAUC34f","hydrothermal",NA,NA,NA
"LEfSe","LEfSe","HQ673801.1.1443","SRF",-2.05219402016826,TRUE,796,97,0.560693641618497,0.000166259803574151,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","GQ337239.1.1435","SRF",-2.05137925280966,TRUE,1031,136,0.786127167630058,0.000262291499507122,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","JX879059.1.1438","SRF",-2.05063769565955,TRUE,641,75,0.433526011560694,0.000131729451423644,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","JN166296.1.1463","SRF",-2.04897576791805,TRUE,787,70,0.404624277456647,0.000157781075467361,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","uncultured"
"LEfSe","LEfSe","EF597698.1.1403","SRF",-2.04832979042108,TRUE,703,52,0.300578034682081,0.000172818835087494,"Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine",NA
"LEfSe","LEfSe","HQ673245.1.1487","SRF",-2.04771229000172,TRUE,840,98,0.566473988439306,0.000186361701255794,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"LEfSe","LEfSe","GQ337198.1.1474","SRF",-2.04756729944401,TRUE,553,34,0.196531791907514,0.000115363954835433,"Bacteria","Chloroflexi","SAR202",NA,NA,NA
"LEfSe","LEfSe","HQ673737.1.1489","SRF",-2.0466617626107,TRUE,446,44,0.254335260115607,0.000122012119014557,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"LEfSe","LEfSe","CEQQ01002407.1651.3153","SRF",-2.04563790994383,TRUE,846,25,0.144508670520231,0.000186997936610756,"Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Herbiconiux"
"LEfSe","LEfSe","GU145451.1.1466","SRF",-2.04408331694923,TRUE,516,49,0.283236994219653,0.000116615058135725,"Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","JL-ETNP-F27"
"LEfSe","LEfSe","JN018888.1.1414","SRF",-2.04349063367477,TRUE,554,40,0.23121387283237,0.000114279334460812,"Bacteria","Proteobacteria","Gammaproteobacteria","E01-9C-26",NA,NA
"LEfSe","LEfSe","EU650260.1.1318","SRF",-2.04283295417647,TRUE,608,29,0.167630057803468,0.000114105306821105,"Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine",NA
"LEfSe","LEfSe","EU016674.36018.37484","SRF",-2.04168902997924,TRUE,532,38,0.219653179190751,0.000113946825746173,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","KF954253.1.1443","SRF",-2.04156040245763,TRUE,536,34,0.196531791907514,0.000113454612179482,"Archaea","Thaumarchaeota","Marine",NA,NA,NA
"LEfSe","LEfSe","JN166321.1.1503","SRF",-2.04114840607816,TRUE,719,71,0.410404624277457,0.000139023162363211,"Bacteria","Verrucomicrobia","Opitutae","MB11C04",NA,NA
"LEfSe","LEfSe","GQ337123.1.1475","SRF",-2.0392098118451,TRUE,566,43,0.248554913294798,0.000118649490828415,"Bacteria","Chloroflexi","SAR202",NA,NA,NA
"LEfSe","LEfSe","AB305323.1.1317","SRF",-2.03919551114651,TRUE,644,87,0.502890173410405,0.000136989496717303,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Henriciella"
"LEfSe","LEfSe","JQ221919.1.916","SRF",-2.0363906138902,TRUE,652,64,0.369942196531792,0.000131200947300444,"Archaea","Thaumarchaeota","Marine",NA,NA,NA
"LEfSe","LEfSe","HQ672634.1.1523","SRF",-2.0363650992324,TRUE,936,87,0.502890173410405,0.000194716056014133,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"LEfSe","LEfSe","HQ673071.1.1436","SRF",-2.03417152561622,TRUE,476,36,0.208092485549133,0.000113658142003401,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","AB518965.1.1345","SRF",-2.03359220099204,TRUE,583,55,0.317919075144509,0.000146346528089036,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas"
"LEfSe","LEfSe","HQ673832.1.1521","SRF",-2.0333430458198,TRUE,921,95,0.549132947976879,0.000193292584034898,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"LEfSe","LEfSe","HQ672585.1.1501","SRF",-2.030702114508,TRUE,523,34,0.196531791907514,0.000110627480642344,"Bacteria","Proteobacteria","Gammaproteobacteria","E01-9C-26",NA,NA
"LEfSe","LEfSe","JN563796.1.901","SRF",-2.02885715266363,TRUE,524,31,0.179190751445087,0.000110653197784867,"Archaea","Thaumarchaeota","Marine",NA,NA,NA
"LEfSe","LEfSe","HQ673685.1.1461","SRF",-2.02852761624263,TRUE,525,31,0.179190751445087,0.000110069760312866,"Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Salinisphaeraceae","ZD0417"
"LEfSe","LEfSe","AB193994.1.1472","SRF",-2.0274600706115,TRUE,574,41,0.236994219653179,0.000113794887080566,"Archaea","Thaumarchaeota","Marine",NA,NA,NA
"LEfSe","LEfSe","AF121096.1.905","SRF",-2.02726400244135,TRUE,524,30,0.173410404624277,0.000110061660187771,"Archaea","Thaumarchaeota","Marine",NA,NA,NA
"LEfSe","LEfSe","ARCO01000012.23152.24420","SRF",-2.02469366468668,TRUE,534,37,0.213872832369942,0.000109093196195964,"Bacteria","Chloroflexi","SAR202",NA,NA,NA
"LEfSe","LEfSe","KM018962.1.1459","SRF",-2.0245963162146,TRUE,544,30,0.173410404624277,0.000109964355176735,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","uncultured"
"LEfSe","LEfSe","HQ673175.1.1518","SRF",-2.02439244917841,TRUE,794,63,0.364161849710983,0.000187945725436072,"Bacteria","Proteobacteria","ARKICE-90","uncultured",NA,NA
"LEfSe","LEfSe","HQ529887.1.906","SRF",-2.02394998170201,TRUE,584,42,0.242774566473988,0.000117548004029891,"Archaea","Thaumarchaeota","Marine",NA,NA,NA
"LEfSe","LEfSe","KP201135.1.1430","SRF",-2.02345735178035,TRUE,577,40,0.23121387283237,0.000111641484120992,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudoruegeria"
"LEfSe","LEfSe","HQ673013.1.1462","SRF",-2.02299903229891,TRUE,660,86,0.497109826589595,0.000140670958736331,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","JQ221930.1.913","SRF",-2.02176854813952,TRUE,526,28,0.161849710982659,0.000108353902177134,"Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine",NA
"LEfSe","LEfSe","HQ674186.1.1519","SRF",-2.02137243634305,TRUE,913,93,0.53757225433526,0.00019640358158171,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"LEfSe","LEfSe","HQ674619.1.1540","SRF",-2.01905895088046,TRUE,517,40,0.23121387283237,0.000109003140544129,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"LEfSe","LEfSe","HQ672017.1.1436","SRF",-2.01544435889973,TRUE,769,101,0.583815028901734,0.000173746170617179,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","HQ673060.1.1447","SRF",-2.01500616810667,TRUE,568,67,0.38728323699422,0.000116611060427937,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","AF091146.1.1792","SRF",-2.01471404422226,TRUE,354,32,0.184971098265896,0.000123231462165898,"Eukaryota","SAR","Rhizaria","Retaria","Polycystinea","Collodaria"
"LEfSe","LEfSe","JN837486.1.1427","SRF",-2.01379566507556,TRUE,526,54,0.312138728323699,0.000121218605851009,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Albimonas"
"LEfSe","LEfSe","HQ672445.1.1436","SRF",-2.01225633430223,TRUE,646,89,0.514450867052023,0.000135353490289987,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","HQ651802.1.1793","SRF",-2.01046710057,TRUE,537,70,0.404624277456647,0.000123698409231459,"Eukaryota","SAR","Rhizaria","Retaria","Polycystinea","Nassellaria"
"LEfSe","LEfSe","HQ672273.1.1437","SRF",-2.00993480375485,TRUE,2859,139,0.803468208092486,0.000643164178250028,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","KJ762645.1.1800","SRF",-2.00901306042913,TRUE,652,52,0.300578034682081,0.00012209459823587,"Eukaryota","SAR","Rhizaria","Retaria","RAD",NA
"LEfSe","LEfSe","KJ757072.1.1797","SRF",-2.00774714679738,TRUE,483,22,0.127167630057803,0.00010487845877415,"Eukaryota","SAR","Alveolata","Protalveolata","Syndiniales","uncultured"
"LEfSe","LEfSe","KJ757445.1.1806","SRF",-2.00742347496065,TRUE,522,64,0.369942196531792,0.000123954150319957,"Eukaryota","SAR","Alveolata","Protalveolata","Syndiniales","Syndiniales"
"LEfSe","LEfSe","GU235240.1.1269","SRF",-2.00686969441853,TRUE,542,70,0.404624277456647,0.000113588021053226,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","HQ673140.1.1515","SRF",-2.00668364252159,TRUE,533,44,0.254335260115607,0.000109360904292926,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86",NA
"LEfSe","LEfSe","KJ589828.1.1483","SRF",-2.00621279137438,TRUE,504,50,0.289017341040462,0.000107376572655523,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"LEfSe","LEfSe","JQ220648.1.914","SRF",-2.00604359834331,TRUE,492,30,0.173410404624277,0.000104962895324218,"Archaea","Thaumarchaeota","Marine",NA,NA,NA
"LEfSe","LEfSe","HQ672916.1.1503","SRF",-2.00476464390992,TRUE,478,35,0.202312138728324,0.00010415355608265,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86",NA
"LEfSe","LEfSe","JX529159.1.1422","SRF",-2.00389830584978,TRUE,484,31,0.179190751445087,0.000103943922415347,"Bacteria","Nitrospinae","Nitrospinia","Nitrospinales","Nitrospinaceae","uncultured"
"LEfSe","LEfSe","HQ672307.1.1520","SRF",-2.00372048133132,TRUE,376,51,0.294797687861272,0.000109707302286098,"Bacteria","Marinimicrobia",NA,NA,NA,NA
"LEfSe","LEfSe","EU802448.1.1452","SRF",2.00089321172797,TRUE,1113,109,0.630057803468208,0.000274823815760417,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","PS1",NA
"LEfSe","LEfSe","EU802522.1.1450","SRF",2.00196136947606,TRUE,547,92,0.531791907514451,0.000138759622509528,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","EF572256.1.1435","SRF",2.00350147773404,TRUE,619,80,0.46242774566474,0.000159262572108372,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","EU802498.1.1435","SRF",2.00886276877811,TRUE,575,55,0.317919075144509,0.000148662788548085,"Bacteria","Cyanobacteria","Cyanobacteria","SubsectionI","FamilyI","Prochlorococcus"
"LEfSe","LEfSe","AF001659.1.1490","SRF",2.01159872033354,TRUE,876,28,0.161849710982659,0.000238517284775475,"Bacteria","Cyanobacteria","Chloroplast","environmental",NA,NA
"LEfSe","LEfSe","GU940870.1.1321","SRF",2.01255624127635,TRUE,1266,107,0.61849710982659,0.000293961832522116,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","EU803200.1.1495","SRF",2.01370904463991,TRUE,636,74,0.427745664739884,0.000187045554064768,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","MWH-UniP1"
"LEfSe","LEfSe","KJ589701.1.1440","SRF",2.02335979308294,TRUE,810,55,0.317919075144509,0.000215254290485719,"Bacteria","Cyanobacteria","Cyanobacteria","SubsectionI","FamilyI","Synechococcus"
"LEfSe","LEfSe","EF573664.1.1475","SRF",2.02366270913343,TRUE,708,100,0.578034682080925,0.000175987095516092,"Bacteria","Proteobacteria","Deltaproteobacteria","SAR324",NA,NA
"LEfSe","LEfSe","JX945367.1.1372","SRF",2.0247276333698,TRUE,998,114,0.658959537572254,0.000253019469320788,"Bacteria","Cyanobacteria","Cyanobacteria","SubsectionI","FamilyI","Prochlorococcus"
"LEfSe","LEfSe","HM057746.1.1448","SRF",2.02487802575828,TRUE,389,45,0.260115606936416,0.000120910908057685,"Bacteria","Cyanobacteria","Chloroplast","uncultured",NA,NA
"LEfSe","LEfSe","FJ744842.1.1329","SRF",2.02675049385515,TRUE,761,44,0.254335260115607,0.000161376835636316,"Bacteria","Cyanobacteria","Chloroplast","uncultured",NA,NA
"LEfSe","LEfSe","FJ745242.1.1310","SRF",2.03022516390968,TRUE,570,70,0.404624277456647,0.000154624244481365,"Bacteria","Cyanobacteria","Chloroplast","uncultured",NA,NA
"LEfSe","LEfSe","JQ196780.1.1352","SRF",2.03035495209836,TRUE,1485,31,0.179190751445087,0.000417698468234317,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Formosa"
"LEfSe","LEfSe","EF574652.1.1507","SRF",2.03070463411643,TRUE,614,71,0.410404624277457,0.000151608170644466,"Bacteria","Verrucomicrobia","Opitutae","MB11C04",NA,NA
"LEfSe","LEfSe","JN119088.1.1496","SRF",2.03129856864479,TRUE,1466,97,0.560693641618497,0.000366103393400223,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86",NA
"LEfSe","LEfSe","GU940751.1.1266","SRF",2.03295570035006,TRUE,1559,120,0.69364161849711,0.000409054772162371,"Bacteria","Cyanobacteria","ML635J-21","uncultured",NA,NA
"LEfSe","LEfSe","JX016062.1.1487","SRF",2.03340963194399,TRUE,584,56,0.323699421965318,0.000179672581411811,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola"
"LEfSe","LEfSe","EU237334.1.1360","SRF",2.03390258691634,TRUE,508,52,0.300578034682081,0.000153844886708043,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","OM182",NA
"LEfSe","LEfSe","EU802755.1.1453","SRF",2.0348872483699,TRUE,650,87,0.502890173410405,0.000166119518278767,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","S25-593","uncultured"
"LEfSe","LEfSe","FQ032818.7149.8653","SRF",2.03633169993594,TRUE,855,43,0.248554913294798,0.000237212457830531,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","uncultured","uncultured"
"LEfSe","LEfSe","EF573721.1.1479","SRF",2.03821073988383,TRUE,580,78,0.450867052023121,0.000159237161890857,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SAR116",NA
"LEfSe","LEfSe","AY663934.1.1237","SRF",2.04226280777315,TRUE,738,84,0.485549132947977,0.000190377228129418,"Bacteria","Cyanobacteria","Chloroplast","uncultured",NA,NA
"LEfSe","LEfSe","EU804334.1.1505","SRF",2.04301764333481,TRUE,690,81,0.468208092485549,0.000169090831183944,"Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Coxiellaceae","Coxiella"
"LEfSe","LEfSe","GU234855.1.1364","SRF",2.04332889217866,TRUE,622,51,0.294797687861272,0.000197563033431708,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Fluviicola"
"LEfSe","LEfSe","KC294911.1.1470","SRF",2.04388271263994,TRUE,509,72,0.416184971098266,0.000143502714318886,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Litoricolaceae","Litoricola"
"LEfSe","LEfSe","EF574288.1.1436","SRF",2.04421599579671,TRUE,1014,84,0.485549132947977,0.000267324100828293,"Bacteria","Cyanobacteria","Chloroplast","uncultured",NA,NA
"LEfSe","LEfSe","HQ671787.1.1443","SRF",2.05005784078385,TRUE,596,65,0.375722543352601,0.000161195287658674,"Bacteria","Cyanobacteria","Chloroplast","uncultured",NA,NA
"LEfSe","LEfSe","EU802842.1.1447","SRF",2.05208530909501,TRUE,650,89,0.514450867052023,0.000184095298138307,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","uncultured"
"LEfSe","LEfSe","GU940986.1.1397","SRF",2.05295221583201,TRUE,644,63,0.364161849710983,0.000163740098843755,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86",NA
"LEfSe","LEfSe","JQ181962.1.911","SRF",2.05500166976712,TRUE,866,79,0.456647398843931,0.00022561843558267,"Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine",NA
"LEfSe","LEfSe","GAMG01019100.45.1508","SRF",2.05775623965057,TRUE,1450,108,0.624277456647399,0.000379838093280782,"Bacteria","Cyanobacteria","Chloroplast","Prymnesium",NA,NA
"LEfSe","LEfSe","KC000607.1.1249","SRF",2.05782229896544,TRUE,541,57,0.329479768786127,0.000145004781435484,"Bacteria","Cyanobacteria","Chloroplast","unidentified",NA,NA
"LEfSe","LEfSe","GU474844.39782.41307","SRF",2.06226634823013,TRUE,644,52,0.300578034682081,0.000183761680810608,"Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","OM60(NOR5)"
"LEfSe","LEfSe","HM117554.1.1400","SRF",2.06295196851357,TRUE,758,60,0.346820809248555,0.000202455698541704,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","NS5"
"LEfSe","LEfSe","JQ731971.1.1397","SRF",2.0630628687191,TRUE,1280,125,0.722543352601156,0.000319473813640027,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","EF573946.1.1467","SRF",2.06377372819602,TRUE,1719,100,0.578034682080925,0.000419949692103095,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","S25-593","uncultured"
"LEfSe","LEfSe","EU803169.1.1499","SRF",2.0683704098574,TRUE,695,56,0.323699421965318,0.000197353424223688,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86",NA
"LEfSe","LEfSe","EF572678.1.1439","SRF",2.06875206372884,TRUE,1702,71,0.410404624277457,0.00038569672498235,"Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria",NA,NA
"LEfSe","LEfSe","HQ671898.1.1431","SRF",2.06890944883928,TRUE,921,91,0.526011560693642,0.000244481424499332,"Bacteria","Cyanobacteria","Chloroplast","uncultured",NA,NA
"LEfSe","LEfSe","EU802471.1.1402","SRF",2.07097922091018,TRUE,1066,109,0.630057803468208,0.000255611736574944,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86",NA
"LEfSe","LEfSe","EF659447.1.1373","SRF",2.07179161315582,TRUE,843,86,0.497109826589595,0.000217052969549984,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","uncultured"
"LEfSe","LEfSe","JQ181836.1.915","SRF",2.07836376969206,TRUE,700,66,0.38150289017341,0.000161494842794901,"Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Marine",NA
"LEfSe","LEfSe","EU795293.31983.33494","SRF",2.08092876882665,TRUE,694,80,0.46242774566474,0.000172544486199071,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","NS5"
"LEfSe","LEfSe","EU799402.1.1464","SRF",2.08608047100438,TRUE,900,39,0.225433526011561,0.000237023367555949,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","uncultured"
"LEfSe","LEfSe","KM203531.1.1200","SRF",2.08769909413126,TRUE,399,28,0.161849710982659,0.000127173649766534,"Bacteria","Cyanobacteria","Chloroplast","uncultured",NA,NA
"LEfSe","LEfSe","FR684657.1.1448","SRF",2.09090277062086,TRUE,685,75,0.433526011560694,0.000188966273817826,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","uncultured"
"LEfSe","LEfSe","U70723.1.1475","SRF",2.09490694549585,TRUE,757,81,0.468208092485549,0.00019253805534532,"Bacteria","Cyanobacteria","Chloroplast","uncultured",NA,NA
"LEfSe","LEfSe","KC002150.1.1312","SRF",2.09493970702778,TRUE,846,81,0.468208092485549,0.000224305927521224,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SAR116",NA
"LEfSe","LEfSe","JQ195782.1.1320","SRF",2.09902599812071,TRUE,1922,119,0.687861271676301,0.00047675719278425,"Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Thiothrix"
"LEfSe","LEfSe","KC873991.1.1319","SRF",2.10030569041041,TRUE,684,84,0.485549132947977,0.000181904432244111,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11",NA,NA
"LEfSe","LEfSe","JQ195820.1.1306","SRF",2.10236039767581,TRUE,571,57,0.329479768786127,0.00015939031925964,"Bacteria","Cyanobacteria","Chloroplast","uncultured",NA,NA
"LEfSe","LEfSe","JX945371.1.1498","SRF",2.10412831387813,TRUE,619,68,0.393063583815029,0.000165967282456857,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","SAR86",NA
"LEfSe","LEfSe","EU804822.1.1449","SRF",2.10679493447349,TRUE,627,60,0.346820809248555,0.00017406764599339,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","PS1",NA
"LEfSe","LEfSe","FQ032827.10327.11842","SRF",2.1077451049116,TRUE,1864,155,0.895953757225434,0.000459750193142718,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","NS7",NA
