"Panel","PanelLabel","Taxon","Covariate","n","slope","std_error","statistic","p","r_squared","q","CovariateLabel","Significant"
"b","North Atlantic Ocean","Marine (family)","Temperature",24,0.00162804874461218,0.00268525616759052,0.606291781120098,0.550526439026574,0.0164340337243296,0.578165147939943,"Temperature (°C)",FALSE
"b","North Atlantic Ocean","SAR86 (family)","Temperature",24,0.00515202732433231,0.00383849110822074,1.34220118767461,0.193219031842736,0.0756886634584558,0.28631831521871,"Temperature (°C)",FALSE
"b","North Atlantic Ocean","Marine (class)","Temperature",24,-0.0162312515113311,0.00451019847709658,-3.59878874372285,0.00159613219230438,0.370552387940959,0.0075816279134458,"Temperature (°C)",TRUE
"b","North Atlantic Ocean","Chloroplast (class)","Temperature",24,0.00430674645039419,0.00600175286173207,0.717581438225247,0.480566189124153,0.0228703032975008,0.578165147939943,"Temperature (°C)",FALSE
"b","North Atlantic Ocean","AEGEAN-169 (genus)","Temperature",24,0.00078442135896138,0.00124418427036632,0.630470403496122,0.534881736294301,0.0177472063919149,0.578165147939943,"Temperature (°C)",FALSE
"b","North Atlantic Ocean","Prochlorococcus (genus)","Temperature",24,0.0131501455861867,0.00397505150826704,3.30816985863903,0.00319944730335359,0.332199850107014,0.0121578997527436,"Temperature (°C)",TRUE
"b","North Atlantic Ocean","SAR202 (class)","Temperature",24,-0.00641297345719231,0.00353933145702775,-1.81191661053915,0.0836727112908852,0.129851535628399,0.17664239050298,"Temperature (°C)",FALSE
"b","North Atlantic Ocean","SAR324 (order)","Temperature",24,-0.00683041860104432,0.00326579213960098,-2.09150439129873,0.0482439259478478,0.165857504806201,0.119914630725283,"Temperature (°C)",FALSE
"b","North Atlantic Ocean","NS5 (genus)","Temperature",24,0.00374027596375762,0.00280414456987855,1.3338384917578,0.195902005149644,0.0748187796211905,0.28631831521871,"Temperature (°C)",FALSE
"b","North Atlantic Ocean","Syndiniales (genus)","Temperature",24,-0.00115760988375578,0.0020509019006062,-0.564439422194506,0.578165147939943,0.0142747294859274,0.578165147939943,"Temperature (°C)",FALSE
"b","North Atlantic Ocean","NS9 (family)","Temperature",24,0.00249372033845119,0.00176745111281839,1.41091333184016,0.172255250352529,0.0829770863600138,0.28631831521871,"Temperature (°C)",FALSE
"b","North Atlantic Ocean","NS4 (genus)","Temperature",24,0.00974888593657861,0.00250477040427652,3.89212756583751,0.000784328595214574,0.407784781919273,0.00496741443635897,"Temperature (°C)",TRUE
"b","North Atlantic Ocean","ZD0417 (genus)","Temperature",24,0.00347736708271593,0.00212025199529067,1.64007254347105,0.115211892646189,0.108945143889942,0.218902596027759,"Temperature (°C)",FALSE
"b","North Atlantic Ocean","Rhodospirillaceae (family)","Temperature",24,0.000393136276516417,0.000664246050257888,0.591853389815092,0.55998242041515,0.0156727464483647,0.578165147939943,"Temperature (°C)",FALSE
"b","North Atlantic Ocean","OM1 (family)","Temperature",24,0.00635637611490844,0.00245752896410051,2.58649082381617,0.0168415958676245,0.233180550342551,0.0533317202474776,"Temperature (°C)",FALSE
"b","North Atlantic Ocean","Gammaproteobacteria (order)","Temperature",24,0.00737215535242695,0.00188829171545476,3.90414007120266,0.0007617403049161,0.409274017110256,0.00496741443635897,"Temperature (°C)",TRUE
"b","North Atlantic Ocean","Marinoscillum (genus)","Temperature",24,0.00699363380339588,0.00130541894073045,5.35738649500715,2.22733934260776e-05,0.566088559050773,0.000423194475095475,"Temperature (°C)",TRUE
"b","North Atlantic Ocean","SAR11 (order)","Oxygen",22,-0.000568095728746974,0.000314186354478987,-1.80814895570192,0.0856462229251396,0.140502216397339,0.125175248890589,"Oxygen (µmol kg-1)",FALSE
"b","North Atlantic Ocean","Marinimicrobia (phylum)","Oxygen",22,-0.000854640619411436,0.000244091348669771,-3.50131466792653,0.00224826934195463,0.380021907867608,0.00533963968714224,"Oxygen (µmol kg-1)",TRUE
"b","North Atlantic Ocean","Marine (family)","Oxygen",22,0.00027566481759033,0.000391561592329045,0.704013935459425,0.48954069134873,0.0241824957507281,0.581329570976617,"Oxygen (µmol kg-1)",FALSE
"b","North Atlantic Ocean","SAR86 (family)","Oxygen",22,0.00152053978482169,0.000264008085961653,5.75944399310006,1.23240052606414e-05,0.6238564892372,0.000117078049976093,"Oxygen (µmol kg-1)",TRUE
"b","North Atlantic Ocean","Marine (class)","Oxygen",22,-0.00200466860891638,0.000691877137765487,-2.89743438465206,0.00890486928390903,0.295653768516926,0.0169192516394271,"Oxygen (µmol kg-1)",TRUE
"b","North Atlantic Ocean","Chloroplast (class)","Oxygen",22,0.00322759557254458,0.000596033049283935,5.41512853426864,2.66711065375973e-05,0.594514733526013,0.00016891700807145,"Oxygen (µmol kg-1)",TRUE
"b","North Atlantic Ocean","AEGEAN-169 (genus)","Oxygen",22,-0.000316554253617988,0.000141988463234323,-2.2294364373504,0.0374098284079241,0.199051254687623,0.0646169763409598,"Oxygen (µmol kg-1)",FALSE
"b","North Atlantic Ocean","Prochlorococcus (genus)","Oxygen",22,0.00093673901761571,0.000590913555648069,1.58523866758881,0.128597231107277,0.111623670030039,0.17452481364559,"Oxygen (µmol kg-1)",FALSE
"b","North Atlantic Ocean","SAR202 (class)","Oxygen",22,-0.00147904402115296,0.000445461916191912,-3.32024796596925,0.00341390661754159,0.355338770388753,0.00720713619258779,"Oxygen (µmol kg-1)",TRUE
"b","North Atlantic Ocean","SAR324 (order)","Oxygen",22,-0.00196201710081515,0.000327284265799446,-5.99484089472681,7.32619955722726e-06,0.642462046519061,0.000117078049976093,"Oxygen (µmol kg-1)",TRUE
"b","North Atlantic Ocean","NS5 (genus)","Oxygen",22,0.00139166438443113,0.000301401006883153,4.61731829904157,0.000166505248644765,0.51596854001072,0.000683241287067251,"Oxygen (µmol kg-1)",TRUE
"b","North Atlantic Ocean","Syndiniales (genus)","Oxygen",22,6.82136781409088e-06,0.000286444116827449,0.0238139567663036,0.981237007810688,2.83544228472776e-05,0.994588709856723,"Oxygen (µmol kg-1)",FALSE
"b","North Atlantic Ocean","NS9 (family)","Oxygen",22,0.000907065458708639,0.000197864455157749,4.58427693839943,0.000179800338701908,0.51238059629214,0.000683241287067251,"Oxygen (µmol kg-1)",TRUE
"b","North Atlantic Ocean","NS4 (genus)","Oxygen",22,0.00141793147085773,0.00037129812320688,3.81884901170827,0.00107421786784126,0.42169133623746,0.00291573421271198,"Oxygen (µmol kg-1)",TRUE
"b","North Atlantic Ocean","ZD0417 (genus)","Oxygen",22,-2.97362906494569e-05,0.000303712526854083,-0.0979093320827808,0.922978894451916,0.000479082235644746,0.994588709856723,"Oxygen (µmol kg-1)",FALSE
"b","North Atlantic Ocean","Rhodospirillaceae (family)","Oxygen",22,9.20092060758009e-05,9.9944246853551e-05,0.920605327194297,0.368228195016598,0.0406530083927598,0.466422380354357,"Oxygen (µmol kg-1)",FALSE
"b","North Atlantic Ocean","OM1 (family)","Oxygen",22,0.00121139045774021,0.000313666362055132,3.86203496544298,0.000971189639638636,0.427185447696747,0.00291573421271198,"Oxygen (µmol kg-1)",TRUE
"b","North Atlantic Ocean","Gammaproteobacteria (order)","Oxygen",22,0.000599685103771776,0.000300941401993631,1.99269724869717,0.0601193682945961,0.16565301590715,0.0951889997997772,"Oxygen (µmol kg-1)",FALSE
"b","North Atlantic Ocean","Marinoscillum (genus)","Oxygen",22,2.09791780073443e-06,0.000305490492557344,0.0068673750962663,0.994588709856723,2.35803647529199e-06,0.994588709856723,"Oxygen (µmol kg-1)",FALSE
"b","North Atlantic Ocean","SAR11 (order)","ChlorophyllA",24,-0.13736259182561,0.048327869050918,-2.84230599286067,0.00947757422315007,0.268585492571032,0.0225092387799814,"Chlorophyll a (mg m-3)",TRUE
"b","North Atlantic Ocean","Marinimicrobia (phylum)","ChlorophyllA",24,-0.139850340897808,0.0511057134309653,-2.73649131396475,0.0120480850805977,0.253943536910938,0.0241395208670734,"Chlorophyll a (mg m-3)",TRUE
"b","North Atlantic Ocean","Marine (family)","ChlorophyllA",24,-0.0335970610125559,0.0687168990960925,-0.488919922966465,0.629737064590712,0.0107487851160735,0.664722457067974,"Chlorophyll a (mg m-3)",FALSE
"b","North Atlantic Ocean","SAR86 (family)","ChlorophyllA",24,0.294745046453704,0.0801882097510913,3.67566562925658,0.00132583890301684,0.380465243771029,0.00629773478932998,"Chlorophyll a (mg m-3)",TRUE
"b","North Atlantic Ocean","Marine (class)","ChlorophyllA",24,-0.368074195480782,0.121998969684127,-3.01702708173503,0.00633926842476797,0.292660279368624,0.0200743500117652,"Chlorophyll a (mg m-3)",TRUE
"b","North Atlantic Ocean","Chloroplast (class)","ChlorophyllA",24,0.548103907268396,0.101720922348239,5.38831043422882,2.06841119435334e-05,0.568913906300199,0.000392998126927134,"Chlorophyll a (mg m-3)",TRUE
"b","North Atlantic Ocean","AEGEAN-169 (genus)","ChlorophyllA",24,-0.0603195694327038,0.029338322831281,-2.05599923961537,0.0518384754793965,0.16117403658722,0.0757639257006565,"Chlorophyll a (mg m-3)",FALSE
"b","North Atlantic Ocean","Prochlorococcus (genus)","ChlorophyllA",24,0.0509085456109687,0.123645686763069,0.411729247850921,0.684521695126584,0.007646578098744,0.684521695126584,"Chlorophyll a (mg m-3)",FALSE
"b","North Atlantic Ocean","SAR202 (class)","ChlorophyllA",24,-0.315758873655221,0.0695809804243521,-4.53800552578461,0.000162108352201387,0.483489193878678,0.00118085448950989,"Chlorophyll a (mg m-3)",TRUE
"b","North Atlantic Ocean","SAR324 (order)","ChlorophyllA",24,-0.255221747300139,0.0732412055545997,-3.48467430823318,0.00209987540652823,0.355650382991295,0.00797952654480727,"Chlorophyll a (mg m-3)",TRUE
"b","North Atlantic Ocean","NS5 (genus)","ChlorophyllA",24,0.174695683970092,0.064394341032183,2.71290428894648,0.0127050109826702,0.250677362484967,0.0241395208670734,"Chlorophyll a (mg m-3)",TRUE
"b","North Atlantic Ocean","Syndiniales (genus)","ChlorophyllA",24,-0.105431070281138,0.0476769040085797,-2.21136570155993,0.0377054577016973,0.181856196411316,0.0597003080276874,"Chlorophyll a (mg m-3)",FALSE
"b","North Atlantic Ocean","NS9 (family)","ChlorophyllA",24,0.152588121551291,0.034054435223628,4.48071214657588,0.000186450708869983,0.47714631920197,0.00118085448950989,"Chlorophyll a (mg m-3)",TRUE
"b","North Atlantic Ocean","NS4 (genus)","ChlorophyllA",24,0.203493066608362,0.0708203743236275,2.87336897823303,0.00882814913956022,0.272877487466546,0.0225092387799814,"Chlorophyll a (mg m-3)",TRUE
"b","North Atlantic Ocean","ZD0417 (genus)","ChlorophyllA",24,-0.046709994142837,0.0564422999486048,-0.827570708234253,0.416800671793151,0.0301907473213828,0.512971207011941,"Chlorophyll a (mg m-3)",FALSE
"b","North Atlantic Ocean","Rhodospirillaceae (family)","ChlorophyllA",24,-0.0134808554347358,0.016840338248469,-0.800509778119295,0.431975753273213,0.0283035694277657,0.512971207011941,"Chlorophyll a (mg m-3)",FALSE
"b","North Atlantic Ocean","OM1 (family)","ChlorophyllA",24,0.151924816936783,0.0638667341308076,2.37877854573902,0.0264750225302392,0.204586998390009,0.0457295843704131,"Chlorophyll a (mg m-3)",TRUE
"b","North Atlantic Ocean","Gammaproteobacteria (order)","ChlorophyllA",24,0.0373416929490419,0.062183017821565,0.600512716449279,0.554301156859396,0.0161272627872223,0.619513057666384,"Chlorophyll a (mg m-3)",FALSE
"b","North Atlantic Ocean","Marinoscillum (genus)","ChlorophyllA",24,-0.0430075455170091,0.0497297300654252,-0.864825637710635,0.39646689288485,0.0328787542945326,0.512971207011941,"Chlorophyll a (mg m-3)",FALSE
"b","North Atlantic Ocean","SAR11 (order)","PO4",16,-0.018059491751903,0.0356330642934086,-0.506818375293186,0.620170607141321,0.0180169250362877,0.688792602561539,"Phosphate (µmol l-1)",FALSE
"b","North Atlantic Ocean","Marinimicrobia (phylum)","PO4",16,0.0457927773376113,0.0287573563246195,1.59238480827974,0.133618939251877,0.153346456850411,0.195289218906589,"Phosphate (µmol l-1)",FALSE
"b","North Atlantic Ocean","Marine (family)","PO4",16,-0.0395629606570171,0.0392571906756249,-1.0077888910574,0.330657437768327,0.0676387122926829,0.418832754506547,"Phosphate (µmol l-1)",FALSE
"b","North Atlantic Ocean","SAR86 (family)","PO4",16,-0.0943556708917933,0.0359984972690018,-2.62110026945605,0.0201327411192987,0.329185997735249,0.044290061696535,"Phosphate (µmol l-1)",TRUE
"b","North Atlantic Ocean","Marine (class)","PO4",16,0.190691436940507,0.0563389616179393,3.38471692527233,0.00444602638258144,0.450038095284613,0.0120677858955782,"Phosphate (µmol l-1)",TRUE
"b","North Atlantic Ocean","Chloroplast (class)","PO4",16,-0.146085245851173,0.0842387313624619,-1.73418145653925,0.104839380356165,0.176828199448421,0.165995685563927,"Phosphate (µmol l-1)",FALSE
"b","North Atlantic Ocean","AEGEAN-169 (genus)","PO4",16,0.00768615490258788,0.0167070273125384,0.460055206638676,0.652540360321458,0.0148927662405898,0.688792602561539,"Phosphate (µmol l-1)",FALSE
"b","North Atlantic Ocean","Prochlorococcus (genus)","PO4",16,-0.172413272807473,0.0458133257277939,-3.76338696369457,0.00209714385064278,0.502895305310648,0.00796914663244257,"Phosphate (µmol l-1)",TRUE
"b","North Atlantic Ocean","SAR202 (class)","PO4",16,0.102834955172457,0.0477299667499566,2.15451554180164,0.0491021676262897,0.249005088104169,0.084812834990864,"Phosphate (µmol l-1)",FALSE
"b","North Atlantic Ocean","SAR324 (order)","PO4",16,0.1510824458696,0.0387373534372297,3.90017470125869,0.00160120385452571,0.520734443523997,0.00760571830899714,"Phosphate (µmol l-1)",TRUE
"b","North Atlantic Ocean","NS5 (genus)","PO4",16,-0.116057255948911,0.0322600863817321,-3.59754944781025,0.00291261008436186,0.4803722114378,0.0092232652671459,"Phosphate (µmol l-1)",TRUE
"b","North Atlantic Ocean","Syndiniales (genus)","PO4",16,-0.00895476897303744,0.0303638033829249,-0.29491591880328,0.772386247093106,0.00617417129646917,0.772386247093106,"Phosphate (µmol l-1)",FALSE
"b","North Atlantic Ocean","NS9 (family)","PO4",16,-0.0598505037855779,0.0264135723685408,-2.2658996273015,0.0398402754438957,0.268329691716244,0.0756965233434018,"Phosphate (µmol l-1)",FALSE
"b","North Atlantic Ocean","NS4 (genus)","PO4",16,-0.136713362636224,0.0300512346185559,-4.54934262673543,0.000454267047131682,0.596501301235657,0.00287702463183399,"Phosphate (µmol l-1)",TRUE
"b","North Atlantic Ocean","ZD0417 (genus)","PO4",16,-0.0326879230008578,0.0270759583449409,-1.2072674431103,0.247331080759053,0.0942904855827567,0.335663609601573,"Phosphate (µmol l-1)",FALSE
"b","North Atlantic Ocean","Rhodospirillaceae (family)","PO4",16,-0.00854987997835251,0.0101649524590065,-0.84111362181306,0.414420347982359,0.0481029043465978,0.492124163229052,"Phosphate (µmol l-1)",FALSE
"b","North Atlantic Ocean","OM1 (family)","PO4",16,-0.119639342225081,0.0245845602211926,-4.86644223645493,0.00024946292320438,0.628472390327455,0.00236989777044161,"Phosphate (µmol l-1)",TRUE
"b","North Atlantic Ocean","Gammaproteobacteria (order)","PO4",16,-0.100343890599384,0.0199688288396066,-5.02502632504716,0.000185701567505447,0.643320185751365,0.00236989777044161,"Phosphate (µmol l-1)",TRUE
"b","North Atlantic Ocean","Marinoscillum (genus)","PO4",16,-0.0572643786172282,0.0220252110202027,-2.5999468774534,0.020979502908885,0.325617230841363,0.044290061696535,"Phosphate (µmol l-1)",TRUE
"b","North Atlantic Ocean","SAR11 (order)","NO3",22,-0.000672836748624081,0.00145681558778705,-0.461854440784878,0.649170029490702,0.0105529242608416,0.685235031129074,"Nitrate (µmol l-1)",FALSE
"b","North Atlantic Ocean","Marinimicrobia (phylum)","NO3",22,0.00278621971116077,0.00118602073987427,2.34921668524627,0.0291986239836981,0.216264672234036,0.0426749119761742,"Nitrate (µmol l-1)",TRUE
"b","North Atlantic Ocean","Marine (family)","NO3",22,-0.0025851134302974,0.0016125298277617,-1.60314146491523,0.124579782742768,0.113870422383341,0.15780105814084,"Nitrate (µmol l-1)",FALSE
"b","North Atlantic Ocean","SAR86 (family)","NO3",22,-0.00532558661330931,0.00142920796002734,-3.7262503164392,0.00133315347328598,0.409767313696908,0.0031662394990542,"Nitrate (µmol l-1)",TRUE
"b","North Atlantic Ocean","Marine (class)","NO3",22,0.0113612543011854,0.00249778410951334,4.54853334117774,0.000195392572641294,0.508468540897345,0.000835547810291435,"Nitrate (µmol l-1)",TRUE
"b","North Atlantic Ocean","Chloroplast (class)","NO3",22,-0.0108166631459901,0.00324231245529575,-3.33609523916272,0.00329180118370987,0.35752325615669,0.00625442224904875,"Nitrate (µmol l-1)",TRUE
"b","North Atlantic Ocean","AEGEAN-169 (genus)","NO3",22,0.000672484309273882,0.000668943883797732,1.00529255975262,0.326764616544777,0.0481001256083097,0.365207512608868,"Nitrate (µmol l-1)",FALSE
"b","North Atlantic Ocean","Prochlorococcus (genus)","NO3",22,-0.00838219051523918,0.00195643729451281,-4.2844156256623,0.000361801395201494,0.478572147303783,0.00114570441813806,"Nitrate (µmol l-1)",TRUE
"b","North Atlantic Ocean","SAR202 (class)","NO3",22,0.0060377317547124,0.00198143335730898,3.04715358325872,0.00636211340115121,0.317059894108753,0.0109891049656248,"Nitrate (µmol l-1)",TRUE
"b","North Atlantic Ocean","SAR324 (order)","NO3",22,0.00750149409658022,0.00166780365687534,4.49782806606527,0.000219881002708272,0.502864214419661,0.000835547810291435,"Nitrate (µmol l-1)",TRUE
"b","North Atlantic Ocean","NS5 (genus)","NO3",22,-0.00548584090308394,0.00141435302938978,-3.87869279387114,0.000934129875823287,0.429293092172502,0.00253549537723464,"Nitrate (µmol l-1)",TRUE
"b","North Atlantic Ocean","Syndiniales (genus)","NO3",22,-0.000240899907835178,0.00123673845037952,-0.194786462538827,0.847525207824406,0.00189349616999037,0.847525207824406,"Nitrate (µmol l-1)",FALSE
"b","North Atlantic Ocean","NS9 (family)","NO3",22,-0.00337607142276417,0.00096415208335882,-3.50159635708397,0.00224680347025938,0.380059817089818,0.00474325177054758,"Nitrate (µmol l-1)",TRUE
"b","North Atlantic Ocean","NS4 (genus)","NO3",22,-0.00785168142812095,0.00117035591559814,-6.70879800193785,1.57785812928787e-06,0.692345418478229,2.31174918651638e-05,"Nitrate (µmol l-1)",TRUE
"b","North Atlantic Ocean","ZD0417 (genus)","NO3",22,-0.00203270893461477,0.00123164127489439,-1.65040663710225,0.11447695354913,0.119867144810513,0.155361579816677,"Nitrate (µmol l-1)",FALSE
"b","North Atlantic Ocean","Rhodospirillaceae (family)","NO3",22,-0.000514575344394345,0.000425698202697478,-1.20877969682204,0.240844922221903,0.0680834189880699,0.28600334513851,"Nitrate (µmol l-1)",FALSE
"b","North Atlantic Ocean","OM1 (family)","NO3",22,-0.00660014849914201,0.00101474698934181,-6.50423067864732,2.43342019633303e-06,0.678998561391274,2.31174918651638e-05,"Nitrate (µmol l-1)",TRUE
"b","North Atlantic Ocean","Gammaproteobacteria (order)","NO3",22,-0.0049597570871083,0.000892902308514467,-5.55464695276677,1.94764122799615e-05,0.606718063820699,0.000123350611106423,"Nitrate (µmol l-1)",TRUE
"b","North Atlantic Ocean","Marinoscillum (genus)","NO3",22,-0.00300372876218236,0.00113658412602722,-2.64276853195328,0.0156099407742118,0.258826235720305,0.0247157395591687,"Nitrate (µmol l-1)",TRUE
